'2015-10-08 12:30:00','105','NY City Tech','0.159066617488861081000000000000'
'2015-10-08 12:30:00','204','U at Buffalo','0.138698980212211608000000000000'
'2015-10-08 12:30:00','102','Sacramento State','0.531632810831069950000000000000'
'2015-10-08 12:30:00','206','West Virginia/Rome','3.724199496209621440000000000000'
'2015-10-08 12:30:00','207','Team NY Alfred','3.060000000000000000000000000000'
'2015-10-08 12:30:00','202','Mass/Central America','1.146265991032123590000000000000'
'2015-10-08 12:30:00','101','Crowder/Drury','0.064599823672324417600000000000'
'2015-10-08 12:30:00','106','Clemson','0.669199861586093910000000000000'
'2015-10-08 12:30:00','203','Team Orange County','2.692598819732666000000000000000'
'2015-10-08 12:30:00','108','Missouri S&T','0.442432418465614320000000000000'
'2015-10-08 12:45:00','107','Cal Poly','0.340066555887460705000000000000'
'2015-10-08 12:45:00','104','Texas/Germany','0.195532073266804216000000000000'
'2015-10-08 12:45:00','201','UC Davis','3.101199232041835670000000000000'
'2015-10-08 12:45:00','110','Stevens','0.427531804889440530000000000000'
'2015-10-08 12:45:00','105','NY City Tech','0.184533268213272091000000000000'
'2015-10-08 12:45:00','204','U at Buffalo','0.166132150217890738000000000000'
'2015-10-08 12:45:00','102','Sacramento State','0.578799381852149970000000000000'
'2015-10-08 12:45:00','206','West Virginia/Rome','3.935499392449855820000000000000'
'2015-10-08 12:45:00','207','Team NY Alfred','3.627000000000000000000000000000'
'2015-10-08 12:45:00','202','Mass/Central America','1.418932504951953890000000000000'
'2015-10-08 12:45:00','101','Crowder/Drury','0.088666473049670457600000000000'
'2015-10-08 12:45:00','203','Team Orange County','2.950489133596420300000000000000'
'2015-10-08 12:45:00','108','Missouri S&T','0.527498930692672730000000000000'
'2015-10-08 12:45:00','106','Clemson','1.168133147060871110000000000000'
'2015-10-08 13:00:00','101','Crowder/Drury','0.096199795138090848600000000000'
'2015-10-08 13:00:00','203','Team Orange County','3.071736030280590070000000000000'
'2015-10-08 13:00:00','106','Clemson','1.228666428476572020000000000000'
'2015-10-08 13:00:00','108','Missouri S&T','0.593765437602996830000000000000'
'2015-10-08 13:00:00','107','Cal Poly','0.386266525834798809000000000000'
'2015-10-08 13:00:00','104','Texas/Germany','0.230498542077839372000000000000'
'2015-10-08 13:00:00','110','Stevens','0.469264905899763100000000000000'
'2015-10-08 13:00:00','201','UC Davis','3.226532436907291300000000000000'
'2015-10-08 13:00:00','105','NY City Tech','0.201266597956418987000000000000'
'2015-10-08 13:00:00','204','U at Buffalo','0.184231970459222792000000000000'
'2015-10-08 13:00:00','102','Sacramento State','0.635765951126813895000000000000'
'2015-10-08 13:00:00','206','West Virginia/Rome','4.153699286282062550000000000000'
'2015-10-08 13:00:00','207','Team NY Alfred','4.302199627876281700000000000000'
'2015-10-08 13:00:00','202','Mass/Central America','1.711499013006687190000000000000'
'2015-10-08 13:15:00','206','West Virginia/Rome','4.318399079144001030000000000000'
'2015-10-08 13:15:00','207','Team NY Alfred','4.891799118041992100000000000000'
'2015-10-08 13:15:00','202','Mass/Central America','2.050065614283084890000000000000'
'2015-10-08 13:15:00','101','Crowder/Drury','0.098999805049970745600000000000'
'2015-10-08 13:15:00','203','Team Orange County','3.208929531276226070000000000000'
'2015-10-08 13:15:00','106','Clemson','1.312266390770673740000000000000'
'2015-10-08 13:15:00','108','Missouri S&T','0.672398604452610020000000000000'
'2015-10-08 13:15:00','107','Cal Poly','0.433599844574928279000000000000'
'2015-10-08 13:15:00','104','Texas/Germany','0.265665021724998948000000000000'
'2015-10-08 13:15:00','110','Stevens','0.513864684849977486000000000000'
'2015-10-08 13:15:00','201','UC Davis','3.365198932588100320000000000000'
'2015-10-08 13:15:00','105','NY City Tech','0.221599938347935672000000000000'
'2015-10-08 13:15:00','204','U at Buffalo','0.215898469090461732000000000000'
'2015-10-08 13:15:00','102','Sacramento State','0.679332520812749869000000000000'
'2015-10-08 13:30:00','102','Sacramento State','0.733565751463174829000000000000'
'2015-10-08 13:30:00','206','West Virginia/Rome','4.468398876488208790000000000000'
'2015-10-08 13:30:00','207','Team NY Alfred','5.413132037639617800000000000000'
'2015-10-08 13:30:00','202','Mass/Central America','2.406865514814853690000000000000'
'2015-10-08 13:30:00','101','Crowder/Drury','0.109399794833734630600000000000'
'2015-10-08 13:30:00','203','Team Orange County','3.301869899034500150000000000000'
'2015-10-08 13:30:00','106','Clemson','1.401666361838579170000000000000'
'2015-10-08 13:30:00','108','Missouri S&T','0.755898445844650270000000000000'
'2015-10-08 13:30:00','107','Cal Poly','0.480999816209077829000000000000'
'2015-10-08 13:30:00','104','Texas/Germany','0.299331502057611938000000000000'
'2015-10-08 13:30:00','110','Stevens','0.557131115347146981000000000000'
'2015-10-08 13:30:00','201','UC Davis','3.499498732388019450000000000000'
'2015-10-08 13:30:00','105','NY City Tech','0.250599928200244899000000000000'
'2015-10-08 13:30:00','204','U at Buffalo','0.230498288758099080000000000000'
'2015-10-08 13:45:00','204','U at Buffalo','0.264464789070189000000000000000'
'2015-10-08 13:45:00','102','Sacramento State','0.787465661764144909000000000000'
'2015-10-08 13:45:00','206','West Virginia/Rome','4.624398775398731250000000000000'
'2015-10-08 13:45:00','207','Team NY Alfred','5.668731536388397100000000000000'
'2015-10-08 13:45:00','202','Mass/Central America','2.769365407526493090000000000000'
'2015-10-08 13:45:00','101','Crowder/Drury','0.133533115731552240600000000000'
'2015-10-08 13:45:00','203','Team Orange County','3.549302697181701690000000000000'
'2015-10-08 13:45:00','106','Clemson','1.505732964724302280000000000000'
'2015-10-08 13:45:00','108','Missouri S&T','0.821198284626007080000000000000'
'2015-10-08 13:45:00','107','Cal Poly','0.529333107173442834000000000000'
'2015-10-08 13:45:00','110','Stevens','0.593530874699354165000000000000'
'2015-10-08 13:45:00','104','Texas/Germany','0.331397970207035538000000000000'
'2015-10-08 13:45:00','201','UC Davis','3.628331936895847210000000000000'
'2015-10-08 13:45:00','105','NY City Tech','0.285533249378204339000000000000'
'2015-10-08 14:00:00','105','NY City Tech','0.330199908465147009000000000000'
'2015-10-08 14:00:00','204','U at Buffalo','0.280964628793299200000000000000'
'2015-10-08 14:00:00','102','Sacramento State','0.841465562582016003000000000000'
'2015-10-08 14:00:00','206','West Virginia/Rome','4.803398571908473990000000000000'
'2015-10-08 14:00:00','207','Team NY Alfred','5.884064431905746340000000000000'
'2015-10-08 14:00:00','202','Mass/Central America','3.061431922018527990000000000000'
'2015-10-08 14:00:00','101','Crowder/Drury','0.145333085441961881600000000000'
'2015-10-08 14:00:00','106','Clemson','1.604199606925249090000000000000'
'2015-10-08 14:00:00','203','Team Orange County','3.610301546752452880000000000000'
'2015-10-08 14:00:00','108','Missouri S&T','0.906598120927810670000000000000'
'2015-10-08 14:00:00','110','Stevens','0.625830635428428645000000000000'
'2015-10-08 14:00:00','107','Cal Poly','0.578866425901651374000000000000'
'2015-10-08 14:00:00','104','Texas/Germany','0.344164450652897354000000000000'
'2015-10-08 14:00:00','201','UC Davis','3.757165141403674970000000000000'
'2015-10-08 14:15:00','105','NY City Tech','0.377333238720893849000000000000'
'2015-10-08 14:15:00','204','U at Buffalo','0.311231127940118315000000000000'
'2015-10-08 14:15:00','102','Sacramento State','0.887832131236791623000000000000'
'2015-10-08 14:15:00','206','West Virginia/Rome','4.964598469436168690000000000000'
'2015-10-08 14:15:00','207','Team NY Alfred','6.123930629014968740000000000000'
'2015-10-08 14:15:00','202','Mass/Central America','3.296265117824077610000000000000'
'2015-10-08 14:15:00','101','Crowder/Drury','0.147199743427336213100000000000'
'2015-10-08 14:15:00','106','Clemson','1.694666270166635500000000000000'
'2015-10-08 14:15:00','203','Team Orange County','3.665609277784824400000000000000'
'2015-10-08 14:15:00','110','Stevens','0.667230416089296335000000000000'
'2015-10-08 14:15:00','108','Missouri S&T','0.990831330418586730000000000000'
'2015-10-08 14:15:00','107','Cal Poly','0.630599766969680778000000000000'
'2015-10-08 14:15:00','104','Texas/Germany','0.355064271017909046000000000000'
'2015-10-08 14:15:00','201','UC Davis','3.836498349905013930000000000000'
'2015-10-08 14:30:00','201','UC Davis','3.961964845657348530000000000000'
'2015-10-08 14:30:00','105','NY City Tech','0.426333218812942494000000000000'
'2015-10-08 14:30:00','204','U at Buffalo','0.328664307482540610000000000000'
'2015-10-08 14:30:00','102','Sacramento State','0.943398710340261473000000000000'
'2015-10-08 14:30:00','206','West Virginia/Rome','5.123698376119136830000000000000'
'2015-10-08 14:30:00','202','Mass/Central America','3.650331728160381310000000000000'
'2015-10-08 14:30:00','207','Team NY Alfred','6.393930133104324210000000000000'
'2015-10-08 14:30:00','101','Crowder/Drury','0.155666352249681947100000000000'
'2015-10-08 14:30:00','110','Stevens','0.710563555359840385000000000000'
'2015-10-08 14:30:00','203','Team Orange County','3.942642189562320740000000000000'
'2015-10-08 14:30:00','106','Clemson','1.790666263550519930000000000000'
'2015-10-08 14:30:00','108','Missouri S&T','1.058131203055381770000000000000'
'2015-10-08 14:30:00','107','Cal Poly','0.683799758553504938000000000000'
'2015-10-08 14:30:00','104','Texas/Germany','0.368364110589027401000000000000'
'2015-10-08 14:45:00','201','UC Davis','4.095831349492072960000000000000'
'2015-10-08 14:45:00','105','NY City Tech','0.473466549068689334000000000000'
'2015-10-08 14:45:00','204','U at Buffalo','0.355364167131483557000000000000'
'2015-10-08 14:45:00','102','Sacramento State','0.995898630470037473000000000000'
'2015-10-08 14:45:00','206','West Virginia/Rome','5.304698280990123770000000000000'
'2015-10-08 14:45:00','110','Stevens','0.751696705818176261000000000000'
'2015-10-08 14:45:00','202','Mass/Central America','3.996331624686717980000000000000'
'2015-10-08 14:45:00','207','Team NY Alfred','6.645529742956161370000000000000'
'2015-10-08 14:45:00','101','Crowder/Drury','0.178666272200644014100000000000'
'2015-10-08 14:45:00','203','Team Orange County','4.417915500700473840000000000000'
'2015-10-08 14:45:00','106','Clemson','1.896066267043352110000000000000'
'2015-10-08 14:45:00','108','Missouri S&T','1.144497744739055630000000000000'
'2015-10-08 14:45:00','107','Cal Poly','0.738533098250627512000000000000'
'2015-10-08 14:45:00','104','Texas/Germany','0.397663950920104977000000000000'
'2015-10-08 15:00:00','201','UC Davis','4.291464552283286960000000000000'
'2015-10-08 15:00:00','105','NY City Tech','0.524133197963237750000000000000'
'2015-10-08 15:00:00','204','U at Buffalo','0.379230706952512267000000000000'
'2015-10-08 15:00:00','110','Stevens','0.791663195937871921000000000000'
'2015-10-08 15:00:00','102','Sacramento State','1.049731880426406873000000000000'
'2015-10-08 15:00:00','206','West Virginia/Rome','5.409498177468776720000000000000'
'2015-10-08 15:00:00','207','Team NY Alfred','6.980862732648849370000000000000'
'2015-10-08 15:00:00','202','Mass/Central America','4.057364866137504570000000000000'
'2015-10-08 15:00:00','101','Crowder/Drury','0.191532841883599756100000000000'
'2015-10-08 15:00:00','203','Team Orange County','4.811436094343662340000000000000'
'2015-10-08 15:00:00','106','Clemson','1.998999569565057740000000000000'
'2015-10-08 15:00:00','108','Missouri S&T','1.223430961370468130000000000000'
'2015-10-08 15:00:00','107','Cal Poly','0.793666437268257132000000000000'
'2015-10-08 15:00:00','104','Texas/Germany','0.433997131884098047000000000000'
'2015-10-08 15:15:00','104','Texas/Germany','0.469030331820249552000000000000'
'2015-10-08 15:15:00','201','UC Davis','4.406731054186820900000000000000'
'2015-10-08 15:15:00','105','NY City Tech','0.574533186852931964000000000000'
'2015-10-08 15:15:00','204','U at Buffalo','0.400030587799847129000000000000'
'2015-10-08 15:15:00','110','Stevens','0.833896376192569721000000000000'
'2015-10-08 15:15:00','102','Sacramento State','1.104365140199661268000000000000'
'2015-10-08 15:15:00','206','West Virginia/Rome','5.460298076272010820000000000000'
'2015-10-08 15:15:00','202','Mass/Central America','4.096764776855707160000000000000'
'2015-10-08 15:15:00','207','Team NY Alfred','7.329529042959213140000000000000'
'2015-10-08 15:15:00','101','Crowder/Drury','0.193066077888943252900000000000'
'2015-10-08 15:15:00','203','Team Orange County','5.123445101082325040000000000000'
'2015-10-08 15:15:00','106','Clemson','2.101132865995168670000000000000'
'2015-10-08 15:15:00','108','Missouri S&T','1.303064174950122830000000000000'
'2015-10-08 15:15:00','107','Cal Poly','0.848199766129255286000000000000'
'2015-10-08 15:30:00','107','Cal Poly','0.897199757397174826000000000000'
'2015-10-08 15:30:00','104','Texas/Germany','0.502930220216512672000000000000'
'2015-10-08 15:30:00','201','UC Davis','4.516964256763458170000000000000'
'2015-10-08 15:30:00','110','Stevens','0.887429576367139805000000000000'
'2015-10-08 15:30:00','105','NY City Tech','0.622666485607624044000000000000'
'2015-10-08 15:30:00','204','U at Buffalo','0.427863807417452339000000000000'
'2015-10-08 15:30:00','102','Sacramento State','1.157031740993261348000000000000'
'2015-10-08 15:30:00','206','West Virginia/Rome','5.506497997790575044000000000000'
'2015-10-08 15:30:00','202','Mass/Central America','4.139731355011463160000000000000'
'2015-10-08 15:30:00','207','Team NY Alfred','7.600595350980758540000000000000'
'2015-10-08 15:30:00','101','Crowder/Drury','0.199799348716624078900000000000'
'2015-10-08 15:30:00','106','Clemson','2.198732849210500700000000000000'
'2015-10-08 15:30:00','203','Team Orange County','5.183389440178871210000000000000'
'2015-10-08 15:30:00','108','Missouri S&T','1.388497382402420040000000000000'
'2015-10-08 15:45:00','108','Missouri S&T','1.472163930535316460000000000000'
'2015-10-08 15:45:00','107','Cal Poly','0.933799747377634036000000000000'
'2015-10-08 15:45:00','104','Texas/Germany','0.536496769636869422000000000000'
'2015-10-08 15:45:00','201','UC Davis','4.624230854213237680000000000000'
'2015-10-08 15:45:00','110','Stevens','0.945829454809427250000000000000'
'2015-10-08 15:45:00','105','NY City Tech','0.679733134806156148000000000000'
'2015-10-08 15:45:00','204','U at Buffalo','0.442730357870459560000000000000'
'2015-10-08 15:45:00','102','Sacramento State','1.216598339378833781000000000000'
'2015-10-08 15:45:00','206','West Virginia/Rome','5.541997928172349944000000000000'
'2015-10-08 15:45:00','202','Mass/Central America','4.168064614757895464000000000000'
'2015-10-08 15:45:00','207','Team NY Alfred','7.938061739921569700000000000000'
'2015-10-08 15:45:00','101','Crowder/Drury','0.225465969298966226900000000000'
'2015-10-08 15:45:00','203','Team Orange County','5.346333041787147580000000000000'
'2015-10-08 15:45:00','106','Clemson','2.296599496155977230000000000000'
'2015-10-08 16:00:00','101','Crowder/Drury','0.239532609586603936900000000000'
'2015-10-08 16:00:00','203','Team Orange County','5.602542027831077630000000000000'
'2015-10-08 16:00:00','106','Clemson','2.393866147845983490000000000000'
'2015-10-08 16:00:00','108','Missouri S&T','1.556563809514045710000000000000'
'2015-10-08 16:00:00','107','Cal Poly','0.972066387534141526000000000000'
'2015-10-08 16:00:00','104','Texas/Germany','0.558229990303516379000000000000'
'2015-10-08 16:00:00','201','UC Davis','4.735997453331947240000000000000'
'2015-10-08 16:00:00','110','Stevens','1.004762664437293995000000000000'
'2015-10-08 16:00:00','105','NY City Tech','0.721999775618314733000000000000'
'2015-10-08 16:00:00','204','U at Buffalo','0.476296907290816310000000000000'
'2015-10-08 16:00:00','102','Sacramento State','1.271164938807487501000000000000'
'2015-10-08 16:00:00','206','West Virginia/Rome','5.585097886621952074000000000000'
'2015-10-08 16:00:00','202','Mass/Central America','4.197197875007987017000000000000'
'2015-10-08 16:00:00','207','Team NY Alfred','8.217661436319351070000000000000'
'2015-10-08 16:15:00','206','West Virginia/Rome','5.640897836536169069000000000000'
'2015-10-08 16:15:00','202','Mass/Central America','4.209231144748628134000000000000'
'2015-10-08 16:15:00','207','Team NY Alfred','8.487261142253875610000000000000'
'2015-10-08 16:15:00','101','Crowder/Drury','0.241732606547884640400000000000'
'2015-10-08 16:15:00','106','Clemson','2.493266109377145750000000000000'
'2015-10-08 16:15:00','203','Team Orange County','5.849740430712699940000000000000'
'2015-10-08 16:15:00','108','Missouri S&T','1.639830373227596280000000000000'
'2015-10-08 16:15:00','107','Cal Poly','1.010599687695503220000000000000'
'2015-10-08 16:15:00','104','Texas/Germany','0.569496540352702132000000000000'
'2015-10-08 16:15:00','110','Stevens','1.064362544566392885000000000000'
'2015-10-08 16:15:00','201','UC Davis','4.851797349750995550000000000000'
'2015-10-08 16:15:00','105','NY City Tech','0.767999757081270208000000000000'
'2015-10-08 16:15:00','204','U at Buffalo','0.492330137640237810000000000000'
'2015-10-08 16:15:00','102','Sacramento State','1.319831550121307386000000000000'
'2015-10-08 16:30:00','102','Sacramento State','1.373231500387191786000000000000'
'2015-10-08 16:30:00','206','West Virginia/Rome','5.708597782999277129000000000000'
'2015-10-08 16:30:00','202','Mass/Central America','4.242064422927796834000000000000'
'2015-10-08 16:30:00','207','Team NY Alfred','8.768460955142974710000000000000'
'2015-10-08 16:30:00','101','Crowder/Drury','0.251065932097844776400000000000'
'2015-10-08 16:30:00','106','Clemson','2.594599407166242580000000000000'
'2015-10-08 16:30:00','203','Team Orange County','5.909985791891813330000000000000'
'2015-10-08 16:30:00','108','Missouri S&T','1.723030276596546170000000000000'
'2015-10-08 16:30:00','107','Cal Poly','1.073666334152221660000000000000'
'2015-10-08 16:30:00','104','Texas/Germany','0.581996439956128588000000000000'
'2015-10-08 16:30:00','110','Stevens','1.112395774573087679000000000000'
'2015-10-08 16:30:00','201','UC Davis','4.972897246479988010000000000000'
'2015-10-08 16:30:00','105','NY City Tech','0.811399746686220158000000000000'
'2015-10-08 16:30:00','204','U at Buffalo','0.522630047053098680000000000000'
'2015-10-08 16:45:00','204','U at Buffalo','0.539496637880802156000000000000'
'2015-10-08 16:45:00','102','Sacramento State','1.427731461822986616000000000000'
'2015-10-08 16:45:00','206','West Virginia/Rome','5.911197680979967129000000000000'
'2015-10-08 16:45:00','202','Mass/Central America','4.273564371280372134000000000000'
'2015-10-08 16:45:00','207','Team NY Alfred','9.017527456998824930000000000000'
'2015-10-08 16:45:00','101','Crowder/Drury','0.276532571646384891400000000000'
'2015-10-08 16:45:00','106','Clemson','2.697399403899908050000000000000'
'2015-10-08 16:45:00','203','Team Orange County','5.970206983387470300000000000000'
'2015-10-08 16:45:00','108','Missouri S&T','1.805830202996730800000000000000'
'2015-10-08 16:45:00','107','Cal Poly','1.117332983762025810000000000000'
'2015-10-08 16:45:00','104','Texas/Germany','0.599596350453793993000000000000'
'2015-10-08 16:45:00','110','Stevens','1.167795684188604339000000000000'
'2015-10-08 16:45:00','201','UC Davis','5.089330546557903200000000000000'
'2015-10-08 16:45:00','105','NY City Tech','0.850066397339105598000000000000'
'2015-10-08 17:00:00','105','NY City Tech','1.862733338028192598000000000000'
'2015-10-08 17:00:00','204','U at Buffalo','0.565796567127108576000000000000'
'2015-10-08 17:00:00','102','Sacramento State','1.471298091113567366000000000000'
'2015-10-08 17:00:00','206','West Virginia/Rome','5.955197639763355269000000000000'
'2015-10-08 17:00:00','202','Mass/Central America','4.480764376930892454000000000000'
'2015-10-08 17:00:00','101','Crowder/Drury','0.292465882259421047400000000000'
'2015-10-08 17:00:00','207','Team NY Alfred','9.266460653066634990000000000000'
'2015-10-08 17:00:00','106','Clemson','2.798066001385450350000000000000'
'2015-10-08 17:00:00','203','Team Orange County','6.031741242855787330000000000000'
'2015-10-08 17:00:00','108','Missouri S&T','1.888663470745086670000000000000'
'2015-10-08 17:00:00','107','Cal Poly','1.170199632644653300000000000000'
'2015-10-08 17:00:00','110','Stevens','1.226728945970535259000000000000'
'2015-10-08 17:00:00','104','Texas/Germany','0.635562951676547518000000000000'
'2015-10-08 17:00:00','201','UC Davis','5.206030443310737520000000000000'
'2015-10-08 17:15:00','105','NY City Tech','3.001266334205865898000000000000'
'2015-10-08 17:15:00','204','U at Buffalo','0.585929857566952706000000000000'
'2015-10-08 17:15:00','102','Sacramento State','1.526398070156574266000000000000'
'2015-10-08 17:15:00','206','West Virginia/Rome','6.014897610992193239000000000000'
'2015-10-08 17:15:00','202','Mass/Central America','4.844231086783111084000000000000'
'2015-10-08 17:15:00','101','Crowder/Drury','0.295199200161732730100000000000'
'2015-10-08 17:15:00','207','Team NY Alfred','9.557260539054870490000000000000'
'2015-10-08 17:15:00','106','Clemson','2.897465977817773810000000000000'
'2015-10-08 17:15:00','203','Team Orange County','6.087437633424997380000000000000'
'2015-10-08 17:15:00','108','Missouri S&T','1.970830090343952180000000000000'
'2015-10-08 17:15:00','110','Stevens','1.288628894835710509000000000000'
'2015-10-08 17:15:00','107','Cal Poly','1.223532963544130305000000000000'
'2015-10-08 17:15:00','104','Texas/Germany','0.682962900958955278000000000000'
'2015-10-08 17:15:00','201','UC Davis','5.307030446827411560000000000000'
'2015-10-08 17:30:00','201','UC Davis','5.413730449974536800000000000000'
'2015-10-08 17:30:00','105','NY City Tech','4.150999281555414198000000000000'
'2015-10-08 17:30:00','204','U at Buffalo','0.606496497988700866000000000000'
'2015-10-08 17:30:00','102','Sacramento State','1.576998058706522006000000000000'
'2015-10-08 17:30:00','206','West Virginia/Rome','6.045497601851820963000000000000'
'2015-10-08 17:30:00','202','Mass/Central America','5.125597673468291744000000000000'
'2015-10-08 17:30:00','101','Crowder/Drury','0.302932527032680806100000000000'
'2015-10-08 17:30:00','207','Team NY Alfred','9.859660442590713390000000000000'
'2015-10-08 17:30:00','106','Clemson','3.026665974408388130000000000000'
'2015-10-08 17:30:00','203','Team Orange County','6.141152773052454045000000000000'
'2015-10-08 17:30:00','110','Stevens','1.349028863012790663000000000000'
'2015-10-08 17:30:00','108','Missouri S&T','2.050363391637802130000000000000'
'2015-10-08 17:30:00','107','Cal Poly','1.274799622595310191000000000000'
'2015-10-08 17:30:00','104','Texas/Germany','0.716596211306750764000000000000'
'2015-10-08 17:45:00','201','UC Davis','5.552030451595783140000000000000'
'2015-10-08 17:45:00','105','NY City Tech','4.950265858322381998000000000000'
'2015-10-08 17:45:00','204','U at Buffalo','0.630896478891372680000000000000'
'2015-10-08 17:45:00','102','Sacramento State','1.629898048937320726000000000000'
'2015-10-08 17:45:00','206','West Virginia/Rome','6.068397592753171938000000000000'
'2015-10-08 17:45:00','110','Stevens','1.400895513594150523000000000000'
'2015-10-08 17:45:00','101','Crowder/Drury','0.330732526374049481100000000000'
'2015-10-08 17:45:00','202','Mass/Central America','5.138930993154644951000000000000'
'2015-10-08 17:45:00','207','Team NY Alfred','10.122593756437301520000000000000'
'2015-10-08 17:45:00','106','Clemson','3.136332672089338290000000000000'
